t	fluks1	fluks2	P	Tf	Tc	v	I	Xe	Pm	Sm	z1	z2	rho	pcrit	Tfin	Tcin	mdotf	mdotc	c1	c2	c3	c4	c5	c6
41.281442584	1206378135.66	2.67567690285e+12	521172.475578	74.2703147704	56.7614793972	0.0	7.04740068862e+13	9.10195760154e+13	9.64110097008e+13	6.24144679029e+15	40.0	33.56	0.00220664337871	0.00643633	70.0	55.0	5.0	10.0	1476411995.35	4450525882.29	1372676013.47	1232919858.5	118555209.688	17702594.5549
41.7866809197	1247056183.37	2.76704081632e+12	538759.792043	74.4931952732	56.7774217268	0.0	7.04756907858e+13	9.10194752547e+13	9.64112964536e+13	6.24144650216e+15	40.0	33.56	0.00214435632591	0.00643633	70.0	55.0	5.0	10.0	1489344696.0	4529474630.4	1426379924.09	1306208552.96	126274945.544	18572793.7947
42.2999814946	1367751014.25	3.03700367192e+12	591056.059607	74.7541991334	56.7958240467	0.0	7.04776414079e+13	9.10193584693e+13	9.64116285765e+13	6.24144616831e+15	40.0	33.66	0.00230298782091	0.00643633	70.0	55.0	5.0	10.0	1504368093.95	4621492540.43	1489381209.03	1392124153.05	136043787.176	20122117.0176
42.8008608604	1409610238.16	3.131502803e+12	609163.869542	75.0213148634	56.8160181967	0.0	7.04796659085e+13	9.10192371669e+13	9.64119732582e+13	6.24144582162e+15	40.0	33.66	0.00222796180505	0.00643633	70.0	55.0	5.0	10.0	1519928284.52	4716479596.13	1553221212.74	1475009980.53	143940624.366	21038433.4421
43.3096116154	1542498607.24	3.4294594477e+12	666767.979573	75.3294240842	56.8387016556	0.0	7.04819829127e+13	9.10190982388e+13	9.64123676952e+13	6.2414454247e+15	40.0	33.76	0.00237261631377	0.00643633	70.0	55.0	5.0	10.0	1537772379.51	4825665589.01	1626967077.77	1571307678.73	154319656.718	22730163.5766
43.8045759478	1584093895.97	3.52398332831e+12	684773.290753	75.6408448939	56.8630160123	0.0	7.04843621837e+13	9.10189554454e+13	9.64127727157e+13	6.24144501685e+15	40.0	33.76	0.0022846274975	0.00643633	70.0	55.0	5.0	10.0	1556049967.29	4937068227.32	1700739100.02	1663123814.69	162642346.824	23694567.3464
44.308251462	1852341467.57	4.12561493542e+12	801134.273188	76.0350349227	56.8904698288	0.0	7.04872796351e+13	9.10187802153e+13	9.64132692741e+13	6.24144451658e+15	40.0	33.96	0.00263478025217	0.00643633	70.0	55.0	5.0	10.0	1578605425.12	5075723929.69	1795479412.68	1789330289.53	178726825.559	26818412.2553
44.8245593168	1909970804.6	4.2573702989e+12	826101.770349	76.4621755188	56.9224217798	0.0	7.04904819376e+13	9.10185876433e+13	9.64138142923e+13	6.24144396704e+15	40.0	33.96	0.00251318669116	0.00643633	70.0	55.0	5.0	10.0	1603314825.16	5227145224.93	1897233142.66	1919211229.45	192259503.834	28454225.1015
45.3274153424	2246571400.0	5.01471219393e+12	972190.851803	76.9751826408	56.9575322974	0.0	7.04942285137e+13	9.10183620782e+13	9.64144518685e+13	6.24144332373e+15	40.0	34.16	0.00282701393467	0.00643633	70.0	55.0	5.0	10.0	1632377655.04	5406502408.26	2020879286.31	2085646449.48	213901905.283	32466742.5907
45.8258286081	2305407404.13	5.15120462284e+12	997718.241158	77.5087596834	56.9971984661	0.0	7.04981841288e+13	9.10181235568e+13	9.64151249991e+13	6.24144264383e+15	40.0	34.16	0.00267364344771	0.00643633	70.0	55.0	5.0	10.0	1662988856.83	5594713590.85	2148219105.61	2249139376.47	230923816.526	34404198.3488
46.3450655871	2707582575.91	6.06018956747e+12	1172398.80296	78.1828652329	57.0437918912	0.0	7.05030792764e+13	9.10178279115e+13	9.64159579379e+13	6.24144180171e+15	40.0	34.36	0.002937803868	0.00643633	70.0	55.0	5.0	10.0	1701028988.22	5829892887.26	2310569911.78	2466637001.93	258381366.769	39318381.7088
46.8453816743	2750498929.64	6.16402637863e+12	1191083.72023	78.8538600167	57.0946552089	0.0	7.0508047667e+13	9.10175272363e+13	9.64168033266e+13	6.24144094586e+15	40.0	34.36	0.00274254648776	0.00643633	70.0	55.0	5.0	10.0	1739512278.61	6066640864.08	2470208731.62	2668631268.16	278092047.422	41334970.3355
47.3622485036	2960568265.68	6.64559441624e+12	1282465.10108	79.5976801828	57.1519647903	0.0	7.05136014886e+13	9.10171904422e+13	9.64177483022e+13	6.24143998794e+15	40.0	34.46	0.0027535733039	0.00643633	70.0	55.0	5.0	10.0	1782472141.48	6330363247.06	2646156754.65	2886447347.51	299022999.49	44210546.3371
47.8926978256	2956077206.78	6.64445472429e+12	1280626.51658	80.3519182258	57.2145510525	0.0	7.05194064028e+13	9.10168376303e+13	9.64187360045e+13	6.24143898519e+15	40.0	34.46	0.00253103018545	0.00643633	70.0	55.0	5.0	10.0	1827135431.39	6602410218.92	2821389357.6	3086414065.77	312723209.774	45132234.6696
48.4077528208	3122361329.14	7.03003332367e+12	1353110.27779	81.1114115603	57.2783142935	0.0	7.05253429549e+13	9.10164760068e+13	9.64197460918e+13	6.24143795822e+15	40.0	34.56	0.00253387063818	0.00643633	70.0	55.0	5.0	10.0	1872684227.1	6878720803.94	2996274255.06	3280085017.4	326993210.743	47138679.7951
48.9155800286	3082792717.42	6.95158662285e+12	1336131.57782	81.8385689127	57.3438586909	0.0	7.0531224542e+13	9.10161168961e+13	9.6420746837e+13	6.24143693914e+15	40.0	34.56	0.00231627702499	0.00643633	70.0	55.0	5.0	10.0	1917540039.28	7148444847.77	3160388103.07	3445790156.54	335014540.934	47446520.4709
49.4296179591	3218698814.98	7.26996133774e+12	1395488.92532	82.5932800248	57.4111113408	0.0	7.05374277986e+13	9.10157373136e+13	9.64218023056e+13	6.2414358628e+15	40.0	34.66	0.00231699738593	0.00643633	70.0	55.0	5.0	10.0	1964706318.74	7430840698.2	3329268821.08	3612729822.47	345321214.79	49022688.5691
49.9531391812	3154898403.08	7.1360795832e+12	1367976.24454	83.3241841634	57.4802122408	0.0	7.05436893261e+13	9.1015353279e+13	9.6422867707e+13	6.2414347746e+15	40.0	34.66	0.00209525971203	0.00643633	70.0	55.0	5.0	10.0	2011972282.31	7710852022.67	3488835696.03	3752568567.13	349552444.426	48853957.3353
50.4853321483	3466801539.85	7.85740097464e+12	1504069.28844	84.1456114626	57.5511133118	0.0	7.05506446586e+13	9.10149257623e+13	9.6424051123e+13	6.24143356424e+15	40.0	34.86	0.00229921600549	0.00643633	70.0	55.0	5.0	10.0	2064548005.56	8023067886.22	3670004908.58	3928365711.05	365382496.707	52296189.1822
50.9676353459	3395282741.95	7.7062313452e+12	1473205.06784	84.8616168371	57.6168562357	0.0	7.05569368072e+13	9.10145380933e+13	9.64251217157e+13	6.24143246751e+15	40.0	34.86	0.00207891462164	0.00643633	70.0	55.0	5.0	10.0	2111801726.48	8301019041.93	3824478806.62	4063297693.68	372536796.716	52534079.8477
51.4734274478	3303665605.76	7.50926009814e+12	1433629.92147	85.5537776184	57.6857560992	0.0	7.05633505863e+13	9.10141420292e+13	9.64262130322e+13	6.24143134775e+15	40.0	34.86	0.00186459165566	0.00643633	70.0	55.0	5.0	10.0	2159538185.53	8578096033.62	3968967175.33	4168231131.65	372688571.223	51549617.7797
51.9683777753	3212504927.54	7.31102615583e+12	1394206.04323	86.171972144	57.7509601612	0.0	7.05694270921e+13	9.10137660005e+13	9.64272469915e+13	6.24143028525e+15	40.0	34.86	0.00167204324363	0.00643633	70.0	55.0	5.0	10.0	2204323874.35	8834264442.61	4093155161.28	4238227531.3	368369626.153	50250598.187
52.4880756192	3118114443.56	7.10454468747e+12	1353368.03402	86.7605423733	57.8157164651	0.0	7.05755958493e+13	9.10133835248e+13	9.64282966809e+13	6.24142920505e+15	40.0	34.86	0.00148773244253	0.00643633	70.0	55.0	5.0	10.0	2249318899.83	9087610591.85	4206298552.22	4281961184.2	361186667.631	48814609.6927
52.9830259467	3031764606.82	6.91479136859e+12	1315996.58591	87.266384842	57.8732748087	0.0	7.05812747405e+13	9.10130308037e+13	9.64292630451e+13	6.24142820928e+15	40.0	34.86	0.00132855678518	0.00643633	70.0	55.0	5.0	10.0	2290294230.96	9314526174.7	4298777050.77	4299760224.04	353047872.133	47464518.2015
53.5027237906	2945999474.09	6.72561765212e+12	1278868.10875	87.743828304	57.9290935461	0.0	7.05870413476e+13	9.10126720688e+13	9.64302443686e+13	6.24142719688e+15	40.0	34.86	0.0011776638448	0.00643633	70.0	55.0	5.0	10.0	2331439366.38	9538463446.88	4381191014.51	4297876817.1	343956545.679	46104760.0929
53.9976741181	2869447412.35	6.55621914194e+12	1245720.16082	88.1510970422	57.9777894072	0.0	7.05923572712e+13	9.10123409022e+13	9.64311490286e+13	6.24142626253e+15	40.0	34.86	0.00104844758684	0.00643633	70.0	55.0	5.0	10.0	2368935443.06	9738890233.21	4446970645.18	4280241276.12	335244043.46	44881131.3233
54.5173719619	2794563695.45	6.39003681694e+12	1213287.67338	88.5328435797	58.0243108718	0.0	7.05977662872e+13	9.1012003512e+13	9.64320695626e+13	6.2414253108e+15	40.0	34.86	0.000926909752827	0.00643633	70.0	55.0	5.0	10.0	2406643202.95	9936720428.45	4504014972.14	4248583894.78	326331572.845	43678035.6127
55.0123222894	2728386985.58	6.24279398691e+12	1184620.56156	88.856265306	58.0643917678	0.0	7.06027646773e+13	9.10116913875e+13	9.64329202436e+13	6.24142443047e+15	40.0	34.86	0.000823623768101	0.00643633	70.0	55.0	5.0	10.0	2441074988.08	10113917352.6	4548061262.07	4208728780.1	318221301.019	42611176.3951
55.5320201333	2664089275.13	6.09938927156e+12	1156762.28096	89.1573059741	58.102273727	0.0	7.06078641297e+13	9.1011372641e+13	9.64337881546e+13	6.24142353155e+15	40.0	34.86	0.00072722398102	0.00643633	70.0	55.0	5.0	10.0	2475780973.27	10289027106.8	4584677628.33	4159230979.3	310186272.895	41572105.7966
56.0269704608	2607545888.91	5.97299808308e+12	1132259.45752	89.4104658517	58.1345974376	0.0	7.06125895919e+13	9.10110770196e+13	9.64345924413e+13	6.24142269787e+15	40.0	34.86	0.000645961845193	0.00643633	70.0	55.0	5.0	10.0	2507551410.72	10446108220.2	4611383446.87	4106801708.33	303024923.851	40656682.5085
56.5466683047	2552815538.88	5.85040475332e+12	1108538.4013	89.6442192612	58.1648740793	0.0	7.06174243221e+13	9.10107743409e+13	9.64354153539e+13	6.24142184428e+15	40.0	34.86	0.000570771173401	0.00643633	70.0	55.0	5.0	10.0	2539659700.64	10601608610.0	4631835336.39	4047970917.58	296027546.341	39769314.3277
57.0416186322	2504838263.17	5.7427267806e+12	1087740.97344	89.839054238	58.1904830997	0.0	7.06219173076e+13	9.10104928811e+13	9.64361801246e+13	6.24142105049e+15	40.0	34.86	0.000507983660306	0.00643633	70.0	55.0	5.0	10.0	2569132718.0	10741368701.1	4644929997.07	3989711943.95	289850747.8	38990447.544
57.5613164761	2458532086.37	5.63860627629e+12	1067664.92712	90.0171741587	58.2142601467	0.0	7.06265272826e+13	9.10102039414e+13	9.64369648349e+13	6.24142023553e+15	40.0	34.86	0.000450491005821	0.00643633	70.0	55.0	5.0	10.0	2599002483.98	10880012915.2	4652798212.71	3927395604.29	283857015.958	38237826.2593
58.0562668036	2418051751.24	5.54742408029e+12	1050112.13677	90.1639721406	58.2341882967	0.0	7.06308234654e+13	9.10099345527e+13	9.64376961555e+13	6.24141947563e+15	40.0	34.86	0.000403042659036	0.00643633	70.0	55.0	5.0	10.0	2626498405.58	11004903866.9	4655390305.84	3867865995.25	278594082.957	37579136.3227
58.5759646474	2379090928.74	5.45951613327e+12	1033215.87206	90.2964507949	58.2525112683	0.0	7.06352437051e+13	9.1009657289e+13	9.64384486181e+13	6.2414186934e+15	40.0	34.86	0.00036017199845	0.00643633	70.0	55.0	5.0	10.0	2654443886.79	11129094318.1	4653643072.52	3805949003.7	273508943.391	36944429.8516
59.0709149749	2345132326.41	5.3827698945e+12	1018486.94285	90.4040006732	58.2677053541	0.0	7.06393742181e+13	9.10093981289e+13	9.64391517826e+13	6.24141796211e+15	40.0	34.86	0.000325333347289	0.00643633	70.0	55.0	5.0	10.0	2680241911.5	11241248347.7	4648298051.88	3748119996.15	269060446.144	36390535.011
59.5906128188	2312552050.09	5.30902278342e+12	1004353.97718	90.4993510771	58.2815109513	0.0	7.06436352085e+13	9.10091307293e+13	9.64398771815e+13	6.24141720742e+15	40.0	34.86	0.000294420539691	0.00643633	70.0	55.0	5.0	10.0	2706536358.44	11353069699.2	4639375867.18	3689078108.3	264777065.647	35858425.9272
60.0855631463	2284253016.33	5.24486820877e+12	992076.581868	90.5751241974	58.2928060725	0.0	7.06476271112e+13	9.1008880183e+13	9.64405567908e+13	6.24141650015e+15	40.0	34.86	0.000269837700744	0.00643633	70.0	55.0	5.0	10.0	2730878896.42	11454334335.3	4628195912.47	3634791951.49	261042674.897	35395583.8652
60.6052609902	2257205781.91	5.18345948852e+12	980340.782524	90.6405693739	58.3029112062	0.0	7.06517553213e+13	9.10086210624e+13	9.64412596268e+13	6.24141576849e+15	40.0	34.86	0.000248593816019	0.00643633	70.0	55.0	5.0	10.0	2755759308.38	11555591068.3	4614092013.44	3580107517.47	257459394.824	34952531.7443
61.1002113177	2233811487.3	5.13026571984e+12	970188.713091	90.6908936051	58.3110295752	0.0	7.06556320889e+13	9.10083777192e+13	9.64419196729e+13	6.24141508121e+15	40.0	34.86	0.000232251369009	0.00643633	70.0	55.0	5.0	10.0	2778856444.35	11647564244.0	4598788322.91	3530416905.6	254346852.983	34568666.4917
61.6199091616	2211556274.54	5.07958745993e+12	960529.737873	90.7325402583	58.3181362456	0.0	7.06596504668e+13	9.10081254941e+13	9.6442603848e+13	6.24141436865e+15	40.0	34.86	0.000218722964301	0.00643633	70.0	55.0	5.0	10.0	2802528076.0	11739815943.3	4581119539.36	3480883004.55	251372067.718	34202808.2009
62.1148594891	2192406770.41	5.03591680447e+12	952217.614345	90.7627556343	58.3236953828	0.0	7.06634324382e+13	9.10078881244e+13	9.64432477894e+13	6.24141369787e+15	40.0	34.86	0.00020890633825	0.00643633	70.0	55.0	5.0	10.0	2824561630.25	11823877732.6	4563074905.94	3436297290.17	248799239.204	33887351.7192
62.6345573329	2174295224.13	4.99455141769e+12	944355.018603	90.7857470064	58.3284013872	0.0	7.06673608507e+13	9.10076415903e+13	9.64439166819e+13	6.24141300099e+15	40.0	34.86	0.000201436814793	0.00643633	70.0	55.0	5.0	10.0	2847201987.1	11908470293.1	4543142342.48	3392236864.76	246351956.778	33588304.9506
63.1295076604	2158812382.09	4.95913556961e+12	937632.707422	90.8003414006	58.3319253216	0.0	7.06710656188e+13	9.10074091246e+13	9.644454751e+13	6.24141234369e+15	40.0	34.86	0.000196696657571	0.00643633	70.0	55.0	5.0	10.0	2868329060.56	11985810608.3	4523464390.79	3352898469.44	244246493.577	33332001.1111
63.6458525471	2233896937.9	5.13316866396e+12	970468.591037	90.8407793661	58.3351908035	0.0	7.06750739357e+13	9.1007157662e+13	9.64452300029e+13	6.24141163273e+15	40.0	34.96	0.000410337456458	0.00643633	70.0	55.0	5.0	10.0	2891407854.92	12073063027.3	4510920703.44	3330900162.75	246256973.857	34103586.6116
64.1313614204	2227341635.27	5.11849662003e+12	967627.435259	90.8779493111	58.3384464057	0.0	7.0678845805e+13	9.10069210521e+13	9.64458722436e+13	6.24141096365e+15	40.0	34.96	0.000398248271404	0.00643633	70.0	55.0	5.0	10.0	2912997613.55	12154015222.3	4499891049.0	3313296671.96	247305681.82	34230290.9409
64.6594661881	2418562879.73	5.56158674693e+12	1051190.23869	90.9847626265	58.3430750798	0.0	7.06833267234e+13	9.10066399899e+13	9.64466351455e+13	6.24141016929e+15	40.0	35.16	0.000815641917231	0.00643633	70.0	55.0	5.0	10.0	2939435675.26	12261289316.3	4506620104.05	3331682502.92	256449536.062	36416408.461
65.1424807654	2423775433.97	5.57474769866e+12	1053475.35771	91.0897166657	58.3491789002	0.0	7.06874857417e+13	9.10063790788e+13	9.64473432393e+13	6.2414094319e+15	40.0	35.16	0.000781443329156	0.00643633	70.0	55.0	5.0	10.0	2963961885.42	12361187294.7	4515282044.47	3351417395.69	262252869.369	37044863.9514
65.6546764604	2534846727.43	5.83324625632e+12	1102026.96458	91.2360465852	58.3574936823	0.0	7.06921130025e+13	9.10060887399e+13	9.64481310217e+13	6.24140861158e+15	40.0	35.26	0.00095905971502	0.00643633	70.0	55.0	5.0	10.0	2991589514.72	12477331180.1	4534346195.39	3389444749.19	270657578.628	38448060.1591
66.1759095812	2539266074.07	5.8451884097e+12	1103977.29052	91.3877217181	58.3679223166	0.0	7.06968680612e+13	9.10057902915e+13	9.64489405633e+13	6.24140776839e+15	40.0	35.26	0.000909519063036	0.00643633	70.0	55.0	5.0	10.0	3019902693.36	12596174830.4	4554825248.68	3426593946.3	276260777.638	38907329.6981
66.6929487647	2785194260.3	6.41715034068e+12	1211488.08157	91.6176888626	58.380747547	0.0	7.07020583659e+13	9.10054644004e+13	9.6449824128e+13	6.24140684831e+15	40.0	35.46	0.00128346173947	0.00643633	70.0	55.0	5.0	10.0	3051691719.93	12737974754.4	4596638792.03	3501800689.37	290068960.11	41750528.5033
67.2003096233	2795203623.41	6.44327345455e+12	1215892.72588	91.8535926995	58.3965448538	0.0	7.07072551739e+13	9.10051379043e+13	9.64507087933e+13	6.24140592674e+15	40.0	35.46	0.00120612752823	0.00643633	70.0	55.0	5.0	10.0	3083536481.08	12880573882.6	4640250970.52	3574093965.32	299542143.5	42697091.904
67.7131664614	3080228081.88	7.10818408928e+12	1340550.75291	92.1833388658	58.416032382	0.0	7.0713064246e+13	9.10047726779e+13	9.64516976035e+13	6.24140489669e+15	40.0	35.66	0.0015448390753	0.00643633	70.0	55.0	5.0	10.0	3120083411.11	13052742231.9	4708477544.32	3688033379.01	317481294.589	46117821.7911
68.2771116932	3086389376.12	7.12726264251e+12	1343302.48025	92.5537075428	58.4420286383	0.0	7.07195733319e+13	9.10043630384e+13	9.64528055648e+13	6.24140374178e+15	40.0	35.66	0.00142276813897	0.00643633	70.0	55.0	5.0	10.0	3160996061.49	13245537900.6	4784794180.61	3805049224.52	330349536.537	47247233.5816
68.8036575487	3398004828.86	7.85775273763e+12	1479717.87651	92.9885999581	58.470473009	0.0	7.07262194498e+13	9.10039443051e+13	9.64539367778e+13	6.24140256224e+15	40.0	35.86	0.00172380836695	0.00643633	70.0	55.0	5.0	10.0	3203603520.25	13453535744.6	4879079035.92	3950418890.26	349873415.028	50860033.3564
69.3077149602	3390503029.61	7.8473984579e+12	1476573.18153	93.4165941165	58.5019435459	0.0	7.07327326556e+13	9.10035334299e+13	9.64550453607e+13	6.24140140538e+15	40.0	35.86	0.00158174749733	0.00643633	70.0	55.0	5.0	10.0	3245365838.97	13657701032.2	4971328605.73	4082516355.0	362856471.631	51986580.1534
69.8328910921	3536955561.2	8.19587971517e+12	1540814.42897	93.9011477574	58.5384172504	0.0	7.0739823155e+13	9.10030855358e+13	9.64562521737e+13	6.24140014508e+15	40.0	35.96	0.00164187281448	0.00643633	70.0	55.0	5.0	10.0	3291097599.2	13883667155.7	5076624454.3	4228386987.98	377231953.761	53966633.6999
70.3600378192	3502666489.03	8.124335508e+12	1526014.61913	94.367791547	58.5778015282	0.0	7.07469307608e+13	9.10026359294e+13	9.64574619152e+13	6.24139888043e+15	40.0	35.96	0.00148577093952	0.00643633	70.0	55.0	5.0	10.0	3336623139.46	14106335072.7	5175775546.91	4352119068.96	384672687.153	54164733.9943
70.8761168008	3816511993.05	8.86654369498e+12	1663666.96467	94.9119593386	58.6190343906	0.0	7.07544664777e+13	9.10021585338e+13	9.64587444571e+13	6.24139753882e+15	40.0	36.16	0.00174435317279	0.00643633	70.0	55.0	5.0	10.0	3385641809.17	14352314673.7	5295007065.11	4509115140.53	401973154.225	57666880.8644
71.3798980341	3768952964.42	8.76559748366e+12	1643103.557	95.4323352687	58.662885439	0.0	7.07618700205e+13	9.100168874e+13	9.64600045133e+13	6.24139621923e+15	40.0	36.16	0.00156877045935	0.00643633	70.0	55.0	5.0	10.0	3433576314.09	14591257203.2	5407069692.38	4644071015.49	411789091.589	58268644.0029
71.9303319248	4309207456.04	1.00435191186e+13	1880103.30586	96.1895834254	58.715176177	0.0	7.07711243957e+13	9.10011004027e+13	9.64615794376e+13	6.24139456889e+15	40.0	36.46	0.00196939854174	0.00643633	70.0	55.0	5.0	10.0	3495163902.04	14911526733.0	5578115528.94	4876782588.56	443564866.214	64858989.4619
72.4095991426	4230854485.26	9.8742093984e+12	1846157.87901	96.8261971311	58.7661357973	0.0	7.07791900326e+13	9.10005865392e+13	9.6462952077e+13	6.24139312839e+15	40.0	36.46	0.00175222298673	0.00643633	70.0	55.0	5.0	10.0	3548507442.1	15186408779.9	5718916936.79	5049977232.78	458259347.103	65619755.8453
72.9305304763	4559545756.66	1.06639535723e+13	1990779.46742	97.6072485908	58.8262444654	0.0	7.07885848444e+13	9.09999866835e+13	9.64645508629e+13	6.24139144862e+15	40.0	36.66	0.00191934895715	0.00643633	70.0	55.0	5.0	10.0	3611281619.83	15514847570.7	5893724961.97	5270044927.05	481720591.029	69540726.2907
73.4208417418	4439342575.9	1.03981403791e+13	1938575.01013	98.2998149854	58.8865944175	0.0	7.07973373178e+13	9.09994265592e+13	9.64660403661e+13	6.24138988112e+15	40.0	36.66	0.00168029427548	0.00643633	70.0	55.0	5.0	10.0	3669254066.7	15814296071.7	6044759812.77	5438691276.64	491346694.513	69392063.2389
73.9459498808	4742521044.67	1.113184781e+13	2072187.76877	99.1263295005	58.9537140151	0.0	7.08073258901e+13	9.09987858646e+13	9.64677401771e+13	6.24138809005e+15	40.0	36.86	0.00182570742327	0.00643633	70.0	55.0	5.0	10.0	3735995059.39	16163529959.0	6227017901.76	5650449042.78	511093820.737	72926427.4132
74.4493839788	4588601774.51	1.07874331698e+13	2005246.93811	99.8524525644	59.0205270278	0.0	7.08166937748e+13	9.09981835308e+13	9.64693344059e+13	6.24138640727e+15	40.0	36.86	0.00157196108254	0.00643633	70.0	55.0	5.0	10.0	3797862597.98	16481763907.7	6381931258.33	5804458702.36	516402479.024	72149137.2377
74.9548915076	4869357016.41	1.14714953533e+13	2129195.98452	100.645757144	59.08866271	0.0	7.0826596257e+13	9.09975453491e+13	9.64710195742e+13	6.24138462613e+15	40.0	37.06	0.0017227557326	0.00643633	70.0	55.0	5.0	10.0	3863667465.86	16823444374.2	6552771051.83	5983473880.74	531015956.487	75066288.9313
75.4518539223	4695018440.24	1.10788477234e+13	2053318.76773	101.357010489	59.1571239084	0.0	7.08361044257e+13	9.09969311205e+13	9.64726376855e+13	6.24138291288e+15	40.0	37.06	0.00147120809016	0.00643633	70.0	55.0	5.0	10.0	3926094785.9	17141862756.1	6700598841.02	6113094635.02	533363309.359	74018439.2262
75.9565916511	4959505087.98	1.17273409813e+13	2170268.53812	102.143014109	59.226795421	0.0	7.08462518954e+13	9.09962740877e+13	9.64743645558e+13	6.24138108204e+15	40.0	37.26	0.00161843711579	0.00643633	70.0	55.0	5.0	10.0	3993130699.51	17487068078.8	6866090527.04	6271830546.6	546066617.567	76761301.1604
76.4642456253	4774862412.76	1.13082138058e+13	2089801.07392	102.851740496	59.2970404965	0.0	7.08561611814e+13	9.09956309737e+13	9.64760509478e+13	6.24137929097e+15	40.0	37.26	0.00136482805222	0.00643633	70.0	55.0	5.0	10.0	4057695482.93	17812773411.8	7009124155.09	6381048575.5	546150119.702	75429708.6256
76.9653205794	5024377830.83	1.19235912094e+13	2200300.58971	103.608502996	59.3656712645	0.0	7.08663930616e+13	9.09949654373e+13	9.64777922061e+13	6.24137743922e+15	40.0	37.46	0.00151640607921	0.00643633	70.0	55.0	5.0	10.0	4124726624.25	18153910379.5	7164208986.85	6515583156.51	556699874.648	77918278.2229
77.4792428092	4832888518.97	1.1486625636e+13	2116778.71469	104.299937656	59.4355924656	0.0	7.08765723475e+13	9.09943018188e+13	9.64795245727e+13	6.24137559373e+15	40.0	37.46	0.00126617725616	0.00643633	70.0	55.0	5.0	10.0	4190460018.53	18481260462.2	7299379202.18	6604513204.47	555288667.686	76448077.2599
77.9931650389	4653966790.22	1.10758002904e+13	2038690.03373	104.890149423	59.5019551046	0.0	7.08863289061e+13	9.09936644961e+13	9.64811850706e+13	6.24137382192e+15	40.0	37.46	0.0010515282608	0.00643633	70.0	55.0	5.0	10.0	4252309666.21	18780545257.2	7406887628.81	6642076434.89	545279910.397	73887951.4553
78.5070872687	4493398926.14	1.07055029743e+13	1968581.23932	105.389289461	59.5628817022	0.0	7.08956989281e+13	9.09930514043e+13	9.64827798538e+13	6.24137211779e+15	40.0	37.46	0.000869244414817	0.00643633	70.0	55.0	5.0	10.0	4310597067.55	19054169592.3	7490003470.16	6638977549.47	531290331.193	71299885.8051
79.0210094984	4351468419.25	1.03770075337e+13	1906587.8032	105.808251991	59.6174913953	0.0	7.09047247086e+13	9.09924600251e+13	9.64843161143e+13	6.24137047415e+15	40.0	37.46	0.0007157069638	0.00643633	70.0	55.0	5.0	10.0	4365691677.23	19304831803.7	7552101633.46	6604925969.9	516010970.519	68933283.281
79.5349317282	4226816677.67	1.00875856376e+13	1852124.0801	106.157289507	59.665551713	0.0	7.09134471136e+13	9.0991887885e+13	9.64858008013e+13	6.24136888398e+15	40.0	37.46	0.000587423480883	0.00643633	70.0	55.0	5.0	10.0	4417948864.04	19535110280.2	7596299926.82	6548100729.42	500904947.886	66830821.0405
80.0488539579	4117664623.06	9.83341154765e+12	1804418.44126	106.44563912	59.7072257792	0.0	7.0921903388e+13	9.09913327074e+13	9.64872402483e+13	6.24136734083e+15	40.0	37.46	0.000481190985326	0.00643633	70.0	55.0	5.0	10.0	4467692041.11	19747346389.0	7625369610.3	6475173387.89	486706624.123	64981471.1261
80.5627761876	4022237158.3	9.6105865029e+12	1762699.47787	106.681479858	59.7429013139	0.0	7.09301267257e+13	9.09907924486e+13	9.64886400996e+13	6.24136583895e+15	40.0	37.46	0.000394133611762	0.00643633	70.0	55.0	5.0	10.0	4515209349.91	19943624875.5	7641734465.67	6391486545.88	473736202.43	63361165.5821
81.0766984174	3938909769.47	9.41550370007e+12	1726260.51207	106.872003274	59.7730796445	0.0	7.09381464587e+13	9.09902652921e+13	9.64900053432e+13	6.24136437322e+15	40.0	37.46	0.000323693760209	0.00643633	70.0	55.0	5.0	10.0	4560755436.65	20125788159.3	7647499254.46	6301262510.04	462087778.715	61944311.0306
81.5906206471	3866247646.84	9.24495546876e+12	1694476.9895	107.023518144	59.7983061167	0.0	7.09459884482e+13	9.09897496282e+13	9.64913403767e+13	6.24136293913e+15	40.0	37.46	0.000267606459135	0.00643633	70.0	55.0	5.0	10.0	4604554869.31	20295461349.0	7644486137.42	6207800104.42	451738202.599	60707146.9833
82.1045428769	3803001948.88	9.09613572722e+12	1666805.04999	107.14155834	59.8191280919	0.0	7.09536755115e+13	9.09892440299e+13	9.64926490801e+13	6.24136153266e+15	40.0	37.46	0.000223869206757	0.00643633	70.0	55.0	5.0	10.0	4646805835.2	20454078867.5	7634270800.29	6113646456.15	442608395.935	59628590.4779
82.6184651066	3748090251.38	8.96660231082e+12	1642773.12585	107.230982061	59.836070854	0.0	7.09612278228e+13	9.09887472304e+13	9.6493934884e+13	6.24136015029e+15	40.0	37.46	0.000190712436467	0.00643633	70.0	55.0	5.0	10.0	4687683588.22	20602909157.7	7618215239.99	6020741523.93	434596851.154	58690242.6557
83.1323873364	3700572930.75	8.85422759768e+12	1621971.72275	107.29605879	59.8496248732	0.0	7.09686632633e+13	9.09882581021e+13	9.64952008291e+13	6.24135878884e+15	40.0	37.46	0.000166572599404	0.00643633	70.0	55.0	5.0	10.0	4727343468.72	20743076315.3	7597496365.49	5930537326.59	427597190.592	57876118.6449
